Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
,False,Lightweight,3,,,,4.75,3.5,16.0,8.625,,9.375,21.25,12.625,59.625,23.625,0.125,3.875,3.5,0.625,0.125,68.25,30.625,0.38,,,1.125,,87.75,48.875,,4.0,11.125,7.625,19.0,,48.75,13.875,9.625,,62.125,,,4.125,3.875,1.5,,77.375,30.75,0.39125,0.625,,2.5,0.585,123.375,70.25,,646.625,0.0,,0.0,2.0,0.0,2.0,,4.0,0,,,170.0,0.0,,0.0,4.5,3.375,4.125,,29.875,9.0,15.25,,,18.0,0.25,1.5,1.25,3.125,0.375,49.25,,,0.625,3.625,,,,44.625,2.0,3.0,2.75,1.875,2.625,1.875,29.0,,9.375,5.5,,10.625,,2.75,2.0,0.125,0.375,41.0,,0.34125000000000005,,,1.0,0.43625,,,,522.125,,0.0,0.0,1.0,,3.0,0.0,5.0,0,172.72,177.8,155.0,26.0,30.0
,False,Welterweight,3,0.0,1.0,,5.4,,10.2,,14.2,6.8,,,,11.8,,,2.4,3.2,0.2,,18.4,0.542,1.8,2.6,1.4,,41.4,24.8,1.0,,5.8,3.8,2.6,1.6,14.6,7.6,8.0,4.2,14.0,,0.2,5.4,4.2,1.8,0.2,,13.4,0.414,,,0.4,,41.0,,9.0,,,0.0,,1.0,1.0,,,3.0,0,193.04,198.12,,0.0,1.0,0.0,4.0,4.0,4.0,2.0,24.0,,13.0,9.0,32.0,,,5.0,,,1.0,41.0,21.0,0.51,2.0,7.0,7.0,1.0,106.0,,1.0,0.0,,,10.0,6.0,,23.0,23.0,16.0,,18.0,0.0,,8.0,,1.0,,45.0,,2.0,6.0,,,,67.0,3.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,170.18,,170.0,22.0,
0,False,Middleweight,,,,,3.571428571428572,,2.7142857142857144,,,11.0,11.285714285714285,7.571428571428571,,,0.2857142857142857,,3.4285714285714284,,0.0,,20.142857142857142,0.3614285714285715,,6.285714285714287,,0.34714285714285714,,39.0,5.0,2.0,7.0,,,5.0,50.42857142857143,23.857142857142854,8.857142857142858,,,20.428571428571427,0.14285714285714285,10.857142857142858,10.0,,0.0,65.71428571428571,35.42857142857143,,0.42857142857142855,1.0,0.7142857142857143,,73.42857142857143,,17.0,,1.0,0.0,,1.0,,3.0,,5.0,0,185.42,198.12,185.0,0.0,1.0,0.0,,2.0,6.333333333333332,,16.0,,18.555555555555557,9.888888888888893,,18.222222222222214,0.2222222222222222,0.2222222222222222,,0.3333333333333333,,,20.444444444444443,,,1.4444444444444444,,0.16666666666666666,53.66666666666666,,,5.0,,1.6666666666666667,3.888888888888889,,14.444444444444445,,,3.2222222222222223,,,,2.888888888888889,2.0,0.1111111111111111,0.0,,10.555555555555557,,0.2222222222222222,1.5555555555555556,0.3333333333333333,0.16666666666666666,42.888888888888886,29.0,,237.22222222222226,0.0,,,1.0,3.0,0.0,0.0,,0,182.88,182.88,,27.0,27.0
0,False,,3,,1.0,0.0,,1.0,0.0,,3.0,2.0,,22.0,66.0,22.0,,,,,2.0,68.0,24.0,0.35,,0.0,0.0,0.0,90.0,38.0,1.0,0.0,5.0,4.0,2.0,,11.0,4.0,12.0,,18.0,10.0,0.0,,2.0,,0.0,,16.0,0.64,5.0,5.0,2.0,0.4,,148.0,3.0,,,,1.0,,0.0,0.0,0.0,1.0,,187.96,,170.0,0.0,,0.0,31.5,25.0,38.0,29.5,14.5,2.0,28.0,22.5,35.0,,0.0,14.0,,5.5,0.0,80.5,,,,,4.5,,236.0,202.5,,0.0,18.5,10.0,25.5,14.0,22.5,13.5,1.5,0.5,22.0,11.0,0.0,,7.0,0.0,0.0,49.5,,,0.0,3.0,0.5,0.5,74.0,,6.0,,0.0,0.0,0.0,,0.0,,0.0,2.0,0,185.42,187.96,170.0,23.0,23.0
0,False,Lightweight,3,,1.0,,15.5,7.5,,6.0,131.5,32.5,5.0,,,28.5,0.0,6.0,,,,150.0,41.5,,,0.5,0.5,0.5,227.5,113.0,1.0,1.0,4.0,,3.0,,55.0,24.5,10.5,,,10.0,0.0,21.0,,3.0,,68.5,30.0,,1.0,12.0,,0.325,,83.5,,900.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,185.42,182.88,135.0,0.0,2.0,0.0,1.0,,1.0,,,,,9.5,18.0,,,0.0,0.0,3.0,,,,0.63,,,1.5,0.375,62.0,,,0.0,0.5,0.0,,0.0,,1.0,,,,0.0,0.0,,1.0,,0.5,,1.0,0.08,0.0,1.0,0.0,0.0,,3.5,3.0,270.0,0.0,,0.0,0.0,,1.0,,2.0,0,177.8,180.34,155.0,,32.0
0,False,,3,,,0.0,0.0,,,,4.0,0.0,,0.0,22.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,,16.0,0.0,0.0,1.0,0.0,,0.0,2.0,,,0.0,22.0,0.0,0.0,0.0,,0.0,,,6.0,0.42,0.0,0.0,0.0,0.0,103.0,25.0,,,,0.0,,,0.0,0.0,,0.0,,,187.96,,,,0.0,,,0.0,0.0,3.0,1.0,0.0,,,,0.0,,0.0,,0.0,27.0,19.0,0.42,0.0,,0.0,0.0,,41.0,,0.0,0.0,,0.0,,,0.0,,0.0,1.0,,,0.0,0.0,0.0,,7.0,1.0,0.4,0.0,,,,62.0,44.0,,900.0,,0.0,0.0,0.0,,,0.0,0.0,0,175.26,,170.0,26.0,
,False,Welterweight,3,0.0,1.0,0.0,,1.0,,0.0,,7.0,,0.0,21.0,4.0,1.0,2.0,2.0,,,,7.0,0.29,0.0,0.0,0.0,0.0,24.0,,1.0,0.0,0.0,,0.0,0.0,29.0,,,0.0,,,0.0,2.0,2.0,0.0,0.0,29.0,,0.27,0.0,,0.0,0.0,29.0,,1.0,,,0.0,,0.0,1.0,0.0,0.0,1.0,,180.34,185.42,170.0,0.0,,,8.9,7.0,10.1,6.0,29.4,,24.8,16.1,,,0.2,5.7,,,0.0,64.3,32.4,,1.0,,2.9,,161.3,,8.0,1.0,5.8,4.2,,,27.5,11.4,7.5,,,12.7,0.3,,5.9,0.7,0.3,42.4,,,,3.2,,,56.7,36.2,,802.6,1.0,0.0,1.0,4.0,1.0,,0.0,,0,,193.04,170.0,28.0,31.0
,True,Heavyweight,,0.0,,0.0,3.9230769230769234,3.5384615384615383,2.8461538461538463,,10.923076923076923,4.3076923076923075,8.461538461538463,4.461538461538462,16.153846153846153,6.0,0.3076923076923077,2.1538461538461537,1.9230769230769231,1.0769230769230769,0.0,,,0.5438461538461538,,1.9230769230769231,0.9230769230769232,0.4053846153846154,,21.0,4.0,,3.5384615384615383,3.1538461538461537,,3.0,9.76923076923077,,9.076923076923077,,17.923076923076927,9.076923076923077,,1.4615384615384617,1.4615384615384617,,,,13.692307692307693,0.5238461538461539,0.07692307692307693,,0.3076923076923077,,39.53846153846154,29.0,,,,,0.0,1.0,2.0,,0.0,10.0,0,,200.66,264.0,,,,11.0,11.0,6.666666666666668,6.333333333333332,8.666666666666666,,,20.666666666666668,,17.333333333333332,0.6666666666666666,2.333333333333333,2.333333333333333,3.333333333333333,,39.333333333333336,30.66666666666667,,,,,0.7766666666666667,75.33333333333333,65.33333333333333,2.0,1.0,,2.0,7.333333333333332,5.0,,2.0,,,9.333333333333334,,0.0,2.6666666666666665,2.333333333333333,0.0,0.0,14.333333333333336,,,1.0,,0.3333333333333333,0.11,27.66666666666667,,,,1.0,0.0,,1.0,,0.0,0.0,2.0,0,190.5,,,,31.0
0,True,Welterweight,,0.0,7.0,0.0,4.090909090909091,,8.727272727272727,5.8181818181818175,45.27272727272727,17.727272727272727,,,,16.363636363636363,0.7272727272727273,12.363636363636365,9.545454545454543,1.0,,65.0,29.272727272727273,0.5245454545454545,0.3636363636363637,,,0.3636363636363637,80.0909090909091,,,2.0,,3.8181818181818175,,4.181818181818182,40.0,9.727272727272727,7.454545454545454,,45.45454545454545,,,,,1.2727272727272727,,54.54545454545455,,0.42,0.6363636363636364,4.454545454545454,,0.2881818181818181,,,22.0,498.09090909090907,,0.0,0.0,2.0,,,,9.0,,175.26,177.8,170.0,,5.0,0.0,10.142857142857142,,5.642857142857142,4.214285714285714,,,30.57142857142857,21.357142857142858,,32.285714285714285,,8.0,6.142857142857142,,,80.0,47.42857142857143,0.5857142857142856,1.0714285714285714,3.7857142857142856,,0.7457142857142857,140.57142857142858,104.71428571428572,5.0,,4.714285714285714,,4.357142857142857,2.7142857142857144,31.142857142857146,,,1.5714285714285714,,7.2857142857142865,0.14285714285714285,2.4285714285714284,1.8571428571428568,0.5,0.21428571428571427,38.142857142857146,12.785714285714285,,0.5,2.8571428571428568,0.35714285714285715,0.1207142857142857,56.85714285714285,,,656.5714285714286,7.0,0.0,,4.0,5.0,,0.0,,0,180.34,193.04,185.0,,
0,False,,,0.0,3.0,0.0,,,13.625,8.75,,22.0,15.5,,75.375,27.125,0.375,3.5,3.0,1.375,,90.25,39.625,0.4799999999999999,0.5,1.75,,0.51625,109.5,55.875,,,,2.625,5.25,2.5,48.0,,2.625,1.125,,,0.125,,3.25,1.75,0.125,55.875,19.625,,0.625,4.875,,0.34875,69.0,30.5,,555.0,1.0,0.0,,1.0,,0.0,0.0,,,,,185.0,,2.0,0.0,,5.5,18.666666666666668,13.0,30.83333333333333,11.833333333333336,,11.333333333333336,,23.33333333333333,0.3333333333333333,,7.333333333333332,,,66.83333333333333,,,0.6666666666666666,3.5,,,92.0,,,,13.5,12.333333333333336,11.0,7.833333333333332,45.33333333333334,23.5,11.5,9.166666666666666,,20.83333333333333,0.6666666666666666,8.0,,1.8333333333333333,0.0,,,0.6066666666666667,,3.6666666666666665,1.0,,,,,,,0.0,,,,0.0,0.0,,,180.34,,,,38.0
,False,,3,0.0,2.0,0.0,5.0,3.25,,,,13.875,3.125,1.5,33.75,,,7.75,7.0,0.25,0.125,46.5,21.0,0.37375,0.5,,,0.205,56.375,30.25,,3.0,,4.625,11.25,7.625,44.375,,6.625,4.0,52.625,,0.0,2.5,2.0,,0.125,,25.75,0.4925,,,,0.36125,91.375,53.875,,551.625,0.0,,1.0,,1.0,,,,,,185.42,185.0,,0.0,0.0,,0.0,,0.0,3.0,,,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,0.42,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,,,0.0,,,0.0,7.0,1.0,0.4,,0.0,,,,44.0,0.0,900.0,0.0,0.0,,0.0,,0.0,0.0,,,,185.42,170.0,25.0,33.0
,False,Light Heavyweight,3,1.0,0.0,0.0,5.4444444444444455,3.888888888888889,,,53.444444444444436,15.0,10.222222222222221,6.1111111111111125,64.66666666666667,21.88888888888889,0.1111111111111111,4.2222222222222205,2.7777777777777777,1.5555555555555556,0.1111111111111111,,28.555555555555557,0.4011111111111112,0.8888888888888888,2.0,0.6666666666666666,0.13777777777777778,102.77777777777777,,3.0,4.0,9.333333333333334,,14.333333333333336,10.444444444444443,54.66666666666666,,5.333333333333333,3.4444444444444446,,21.777777777777786,,9.888888888888893,7.1111111111111125,1.1111111111111112,,74.33333333333333,36.444444444444436,,,4.4444444444444455,2.1111111111111107,0.3555555555555556,93.0,54.33333333333334,22.0,,1.0,,0.0,,1.0,2.0,0.0,5.0,,,198.12,,,0.0,,1.5,1.4,4.6,3.6,,3.4,22.7,14.3,36.0,,0.0,,0.5,2.2,,38.1,21.3,0.618,,4.1,2.2,0.585,,42.6,6.0,,2.6,,,,19.3,11.0,,2.7,18.4,9.4,,5.1,4.7,0.1,,26.1,16.4,,,0.7,0.1,0.05,,,16.0,543.3,3.0,0.0,,0.0,3.0,3.0,0.0,6.0,0,185.42,190.5,205.0,,44.0
0,False,Lightweight,3,2.0,0.0,0.0,5.0,,9.5,7.0,46.75,17.0,12.75,7.25,,,0.5,,2.25,,0.25,,31.25,0.515,0.75,1.75,0.75,0.4575,,77.5,2.0,2.0,8.75,,18.5,,39.75,,,7.0,,,0.0,,6.0,,0.0,71.5,,0.43,,6.75,3.25,0.22000000000000008,85.5,,9.0,591.25,1.0,0.0,,0.0,0.0,2.0,,2.0,0,,,155.0,1.0,,,9.333333333333334,,15.666666666666664,,53.33333333333334,13.666666666666664,19.33333333333333,11.666666666666664,73.33333333333333,,0.0,,,5.666666666666668,0.3333333333333333,88.33333333333331,,0.4066666666666667,2.6666666666666665,6.666666666666668,3.0,0.4966666666666666,,61.33333333333334,2.0,1.0,7.0,5.666666666666668,7.333333333333332,4.0,45.0,16.0,,,,14.333333333333336,,1.3333333333333333,,,,55.0,,0.39,0.3333333333333333,,,0.44333333333333336,73.0,38.333333333333336,9.0,866.3333333333335,0.0,0.0,0.0,,,1.0,,,0,,180.34,155.0,,25.0
0,False,Light Heavyweight,,0.0,,,0.5,,1.8333333333333333,,17.666666666666668,3.5,,,,13.0,0.16666666666666666,0.0,0.0,3.1666666666666665,0.3333333333333333,36.833333333333336,,0.47,,8.166666666666666,5.0,0.5766666666666667,,56.0,3.0,,,1.5,2.333333333333333,,48.5,11.333333333333336,,6.166666666666668,50.16666666666666,12.333333333333336,,,,0.3333333333333333,0.0,58.5,18.33333333333333,0.37833333333333335,,,0.5,0.5,91.0,47.5,14.0,621.8333333333334,0.0,,1.0,2.0,1.0,,,,0,,193.04,,,2.0,0.0,23.0,16.0,,24.0,34.5,13.0,8.5,6.5,,24.5,0.5,,,3.0,0.0,82.0,43.5,0.565,0.0,7.5,4.5,,109.0,69.0,2.0,0.0,,10.5,,21.5,,,0.5,0.5,,13.0,,,12.0,0.0,,80.0,,0.44,0.0,1.5,0.0,0.0,,,6.0,900.0,0.0,,,2.0,0.0,0.0,0.0,2.0,0,,213.36,,,
0,False,,3,,1.0,,,,,13.0,49.0,15.0,,6.0,63.0,24.0,0.0,,5.0,7.0,1.0,76.0,,,0.0,,3.0,,149.0,,1.0,0.0,,1.0,,,,,40.0,,,27.0,0.0,,3.0,0.0,3.0,,31.0,0.41,0.0,,2.0,1.0,101.0,53.0,3.0,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0,177.8,182.88,,1.0,0.0,0.0,2.333333333333333,2.333333333333333,,,14.0,2.6666666666666665,23.66666666666667,,45.33333333333334,,,4.0,3.6666666666666665,5.666666666666668,0.0,51.66666666666666,36.0,,1.0,7.666666666666668,,,,74.66666666666667,2.0,1.0,12.0,9.333333333333334,15.0,,26.33333333333333,9.666666666666666,,,,8.333333333333334,0.0,,7.0,0.6666666666666666,0.0,,24.66666666666667,,1.0,6.666666666666668,1.0,,76.0,52.33333333333334,,,0.0,0.0,1.0,,1.0,0.0,,2.0,,187.96,193.04,170.0,,27.0
0,False,,3,0.0,,0.0,1.6666666666666667,,,1.0,4.666666666666667,1.6666666666666667,7.666666666666668,3.6666666666666665,11.333333333333336,,0.0,1.0,1.0,1.3333333333333333,0.3333333333333333,,6.333333333333332,0.47,0.6666666666666666,1.0,,,24.66666666666667,16.333333333333332,,,,,1.3333333333333333,1.0,4.333333333333333,,,,6.333333333333332,1.6666666666666667,0.3333333333333333,,0.3333333333333333,,0.0,8.0,,,1.3333333333333333,1.0,0.3333333333333333,,20.0,,3.0,200.3333333333333,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,18.0,12.0,,,,0.0,0.0,2.0,0.0,,14.0,0.63,0.0,19.0,,0.36,82.0,70.0,1.0,0.0,3.0,,8.0,5.0,10.0,1.0,,,,6.0,,1.0,1.0,0.0,,,10.0,0.45,0.0,0.0,,,,,,,0.0,,0.0,,0.0,,0.0,1.0,,,187.96,,,26.0
,False,,3,,,0.0,4.666666666666667,4.666666666666667,7.333333333333332,4.666666666666667,,4.666666666666667,35.0,23.66666666666667,47.66666666666666,28.0,0.6666666666666666,0.6666666666666666,,3.6666666666666665,,53.0,,,0.3333333333333333,,1.3333333333333333,,,,1.0,2.0,2.0,1.6666666666666667,5.0,,10.666666666666666,3.6666666666666665,,2.333333333333333,,6.666666666666668,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,19.33333333333333,9.0,0.4866666666666666,3.333333333333333,,,0.11,,,5.0,,0.0,0.0,1.0,,0.0,,0.0,1.0,0,,177.8,145.0,1.0,0.0,0.0,6.0,5.0,,5.0,17.5,,,1.5,14.0,,0.0,,6.5,,0.0,27.0,,0.485,1.5,7.0,1.5,0.575,,,1.0,1.0,,,,9.0,15.5,,,1.0,17.5,,,4.5,4.0,0.0,0.5,30.0,,0.35500000000000004,,1.0,,0.0,54.0,39.0,4.0,524.5,0.0,,,,0.0,1.0,,1.0,0,,180.34,,,
0,False,,3,0.0,3.0,0.0,8.5,5.875,8.75,6.0,58.875,,,,72.75,,,8.625,8.125,2.75,0.0,89.875,,,0.75,9.5,,,133.25,,,,5.375,4.25,7.25,4.875,,24.125,3.5,,,,,2.0,,0.125,,92.25,,,0.875,2.0,0.375,0.16625,113.625,50.5,21.0,748.5,0.0,0.0,2.0,,1.0,1.0,0.0,5.0,,,177.8,,0.0,,0.0,,,5.8181818181818175,4.0,47.27272727272727,14.636363636363635,24.90909090909091,,68.54545454545455,24.72727272727273,0.3636363636363637,,0.8181818181818182,2.0,0.2727272727272727,78.0,,0.46,0.9090909090909092,,1.5454545454545454,,,,,2.0,,2.1818181818181817,6.636363636363638,3.5454545454545454,41.90909090909091,12.090909090909092,4.2727272727272725,,48.45454545454545,,,1.4545454545454546,1.181818181818182,0.2727272727272727,0.18181818181818185,,,0.4581818181818182,0.3636363636363637,2.363636363636364,1.4545454545454546,0.33,82.0909090909091,,26.0,656.3636363636364,,0.0,0.0,4.0,5.0,0.0,0.0,9.0,0,,182.88,170.0,27.0,
0,True,,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,22.0,0.0,,,0.0,0.0,,,,0.5,0.0,0.0,0.0,0.0,88.0,16.0,0.0,0.0,1.0,0.0,0.0,,2.0,1.0,0.0,0.0,22.0,,0.0,0.0,0.0,,0.0,39.0,,0.42,0.0,0.0,0.0,0.0,103.0,25.0,0.0,900.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,,190.5,170.0,,0.0,,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,,27.0,19.0,,0.0,,,0.0,101.0,41.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,7.0,1.0,0.4,,0.0,0.0,,,44.0,,900.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,185.42,,170.0,,31.0
0,False,Welterweight,,1.0,0.0,0.0,,3.333333333333333,5.666666666666668,4.0,,15.333333333333336,1.3333333333333333,1.3333333333333333,31.0,8.666666666666666,0.0,11.0,8.666666666666666,,0.0,47.0,,0.4733333333333333,1.0,,0.0,,,62.33333333333334,2.0,1.0,9.666666666666666,8.333333333333334,5.333333333333333,4.333333333333333,,,,9.0,46.0,17.333333333333332,0.3333333333333333,8.333333333333334,,,0.0,,32.666666666666664,,0.0,,3.333333333333333,0.7200000000000001,120.66666666666669,83.66666666666667,,,0.0,0.0,0.0,,1.0,,0.0,,0,177.8,187.96,170.0,1.0,0.0,,,9.071428571428571,,9.571428571428571,48.78571428571429,,,,47.57142857142857,14.142857142857142,0.14285714285714285,5.928571428571429,,,0.42857142857142855,,,,1.4285714285714286,,0.6428571428571429,,,,,,8.357142857142858,5.857142857142858,10.428571428571429,6.7142857142857135,32.357142857142854,12.428571428571427,13.0,7.357142857142858,41.57142857142857,15.571428571428573,0.14285714285714285,,,1.7857142857142858,,,26.5,0.4671428571428571,,,1.3571428571428572,0.41,,,33.0,634.2857142857142,,0.0,,1.0,,3.0,0.0,5.0,,180.34,172.72,,29.0,
,True,Lightweight,3,0.0,0.0,0.0,0.0,,,,4.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,66.0,,,0.0,,0.0,0.0,88.0,,,0.0,,0.0,,0.0,,,,0.0,22.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,,25.0,0.0,,0.0,,0.0,,,,,0.0,0,180.34,185.42,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,27.0,19.0,,0.0,0.0,,0.0,101.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,,1.0,,,0.0,0.0,0.0,,,0.0,900.0,0.0,,0.0,,,0.0,0.0,,0,172.72,,155.0,,
0,False,,3,,0.0,,,3.6666666666666665,10.0,7.833333333333332,26.33333333333333,7.333333333333332,,3.1666666666666665,,,0.16666666666666666,3.1666666666666665,2.833333333333333,,,,18.33333333333333,,,,,0.4633333333333334,79.0,53.0,,,3.5,1.8333333333333333,12.166666666666664,7.166666666666668,13.333333333333336,,13.833333333333336,8.166666666666666,29.16666666666667,11.666666666666664,0.0,,,1.8333333333333333,0.5,39.333333333333336,20.0,,,4.666666666666667,,0.435,53.5,33.333333333333336,12.0,512.5,1.0,0.0,1.0,0.0,0.0,,0.0,5.0,,,193.04,,2.0,0.0,,,3.0,3.6,,29.1,9.0,13.3,8.5,40.1,15.7,,1.3,1.3,,0.4,46.0,20.0,0.5319999999999999,1.6,3.1,1.6,0.471,,39.6,4.0,4.0,,,,,47.5,,14.3,7.9,59.6,23.2,0.4,0.2,0.2,1.7,0.2,64.3,26.6,,,1.8,1.2,0.435,,41.9,21.0,561.6,,0.0,0.0,,0.0,,1.0,6.0,0,170.18,177.8,145.0,,27.0
0,True,Lightweight,3,0.0,2.0,0.0,1.125,,1.5,,19.375,,12.5,6.875,31.5,10.125,0.0,,0.625,4.5,0.125,33.375,,0.385,,6.0,3.75,0.54,,,,,6.375,,,,29.0,,7.25,3.75,,9.75,,5.0,,,0.125,40.75,18.75,0.36125,0.375,1.125,,0.16625,73.5,48.875,18.0,613.875,0.0,0.0,,,0.0,,0.0,5.0,0,177.8,180.34,155.0,0.0,,0.0,2.0,1.1428571428571428,2.142857142857143,,16.714285714285715,5.285714285714286,9.428571428571429,4.714285714285714,24.714285714285715,,0.7142857142857143,,1.2857142857142858,,,28.285714285714285,,0.3728571428571428,0.14285714285714285,1.2857142857142858,1.2857142857142858,0.5714285714285714,29.57142857142857,12.0,2.0,3.0,,0.7142857142857143,,0.42857142857142855,,,1.5714285714285714,1.0,,,0.0,,,1.0,,10.142857142857142,,,0.7142857142857143,,,0.4514285714285714,,16.857142857142858,,219.42857142857144,0.0,,,0.0,3.0,,1.0,4.0,0,175.26,,155.0,25.0,
0,False,Welterweight,3,,,,,0.0,0.0,0.0,4.0,0.0,,0.0,22.0,,0.0,0.0,,0.0,0.0,,18.0,0.5,0.0,0.0,0.0,0.0,88.0,,,0.0,,,,0.0,2.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.42,0.0,,0.0,,103.0,25.0,0.0,900.0,0.0,,0.0,,,,0.0,0.0,,177.8,180.34,170.0,0.0,2.0,0.0,,7.0,4.5,3.0,171.5,53.0,,,165.5,47.0,2.5,14.0,12.0,0.0,0.0,191.5,66.0,,0.0,,0.0,0.0,,84.0,2.0,,13.0,11.5,1.0,0.0,105.5,35.5,0.5,0.5,86.0,17.5,,8.0,7.0,0.0,0.0,107.0,36.0,0.30500000000000005,0.0,4.0,0.0,,110.5,39.5,,674.5,,,0.0,1.0,1.0,,,2.0,0,177.8,185.42,,25.0,32.0
0,False,,3,0.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,2.0,1.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,3.0,0.0,,0.0,0.0,,0.0,,,0.0,1.0,,0.0,0.0,,2.0,,63.0,,0.0,,,,,,,,182.88,,,,1.0,,5.5,4.0,17.5,8.5,,15.5,6.0,4.5,64.5,20.0,,,4.5,0.0,0.0,74.5,,0.48,,1.5,1.0,0.75,81.0,,1.0,1.0,9.0,6.5,20.5,11.5,37.5,,0.0,0.0,43.5,16.5,0.5,,2.5,0.0,,58.0,,,0.5,3.0,,0.0,61.5,28.5,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,,,205.0,29.0,27.0
